symbol,price,Volume,turnover,blue_daily,max_blue_daily,blue_days,blue_weekly,max_blue_weekly,blue_weeks,lired_daily,lired_days,lired_weekly,lired_weeks,company_name
RWR,94.98,151998.0,1443.6770040000001,0.0,0.0,0,0.0,261.8244611226314,2,0.0,0,0.0,0,SPDR Dow Jones REIT ETF
DTD,73.96,34738.0,256.922248,0.0,0.0,0,0.0,206.5935187074755,2,0.0,0,0.0,0,WisdomTree U.S. Total Dividend Fund
XCCC,37.27,35622.0,132.76319400000003,0.0,0.0,0,0.0,239.30479676431344,2,0.0,0,0.0,0,BondBloxx CCC-Rated USD High Yield Corporate Bond ETF
PAPI,25.5,201640.0,514.182,0.0,0.0,0,0.0,266.3211045531987,2,0.0,0,0.0,0,Parametric Equity Premium Income ETF
INVA,18.38,551927.0,1014.441826,0.0,0.0,0,0.0,120.99717269652464,0,0.0,4,0.0,0,"Innoviva, Inc. Common Stock"
RDY,14.0,2094456.0,2932.2384,0.0,0.0,0,0.0,205.16142768089722,2,-177.57525078665455,1,0.0,0,Dr. Reddy's Laboratories Limited American Depositary Shares
CSL,381.39,819414.0,31251.630545999997,0.0,0.0,0,0.0,165.4633937112683,2,-175.12937458491626,1,0.0,0,"Carlisle Companies, Inc."
PONY,7.57,20989436.0,15889.003052000002,0.0,333.3881008009361,4,311.95321580551865,311.95321580551865,5,0.0,0,0.0,0,Pony AI Inc. American Depositary Shares
NESR,6.32,255294.0,161.345808,0.0,0.0,0,0.0,231.02175447576948,2,0.0,0,0.0,0,National Energy Services Reunited Corp. Ordinary Shares
BFS,32.6,40869.0,133.23294,0.0,0.0,0,0.0,275.3971880103838,3,0.0,0,0.0,0,"Saul Centers, Inc."
PSC,47.39,72989.0,345.894871,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Principal Exchange-Traded Funds Principal U.S. Small-Cap ETF
BCE,22.01,1994592.0,4390.096992,0.0,0.0,0,0.0,188.58074799958385,2,0.0,0,0.0,0,"BCE, Inc."
JGLO,57.34,140957.0,808.2474380000001,0.0,0.0,0,0.0,261.4503175266657,2,0.0,0,0.0,0,JPMorgan Global Select Equity ETF
TAN,29.0,810771.0,2351.2359,0.0,0.0,0,0.0,212.77026700065053,3,0.0,0,0.0,0,Invesco Solar ETF
DWAS,76.22,66892.0,509.85082400000005,0.0,0.0,0,0.0,236.51319399935872,2,0.0,0,0.0,0,Invesco Exchange-Traded Fund Trust II Invesco Dorsey Wright SmallCap Momentum ETF
RRGB,2.56,588600.0,150.6816,0.0,167.94383787735583,2,0.0,197.1221048443978,2,0.0,0,0.0,0,Red Robin Gourmet Burgers Inc
DTE,136.98,1832952.0,25107.776496,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,DTE Energy Company
EXAS,45.6,1248000.0,5690.88,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Exact Sciences Corp
SIMO,44.06,362101.0,1595.4170060000001,0.0,0.0,0,0.0,258.4064276393742,2,0.0,0,0.0,0,Silicon Motion Technology Corporation
SPT,20.99,644171.0,1352.1149289999998,0.0,324.13509605360883,1,0.0,350.0,3,0.0,0,0.0,0,"Sprout Social, Inc Class A Common Stock"
MTSR,21.18,1667391.0,3531.5341380000004,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,"Metsera, Inc. Common Stock"
NRK,9.92,313572.0,311.063424,0.0,0.0,0,0.0,201.78442577025967,3,0.0,0,0.0,0,Nuveen New York AMT-Free Quality Municipal Income Fund
HVT,18.31,113651.0,208.094981,0.0,205.29698583059604,1,0.0,169.02045130955256,3,0.0,0,0.0,0,"Haverty Furniture Companies, Inc."
PLSE,19.27,155152.0,298.977904,0.0,0.0,0,0.0,147.70379148944994,0,-266.0032649564892,3,0.0,0,"Pulse Biosciences, Inc Common Stock (DE)"
SEE,27.78,2127854.0,5911.178412,0.0,0.0,0,0.0,175.664212616656,2,0.0,0,0.0,0,Sealed Air Corp.
SMC,29.68,81189.0,240.968952,0.0,0.0,0,0.0,303.54870963526525,2,0.0,0,0.0,0,Summit Midstream Corporation
CRL,115.76,2633468.0,30485.025568,0.0,0.0,0,0.0,274.6519604272555,3,0.0,0,0.0,0,Yahoo Finance
STGW,5.59,591614.0,330.712226,0.0,0.0,0,0.0,208.9251108672323,2,0.0,0,0.0,0,Stagwell Inc. Class A Common Stock
ABM,48.31,393000.0,1898.583,0.0,0.0,0,0.0,321.7505694960842,2,0.0,0,0.0,0,"ABM Industries, Inc."
HGTY,9.13,119667.0,109.25597100000002,0.0,0.0,0,0.0,261.58071219556626,2,0.0,0,0.0,0,"Hagerty, Inc."
IGPT,40.04,64919.0,259.935676,0.0,0.0,0,0.0,290.5065753775101,2,0.0,0,0.0,0,Invesco AI and Next Gen Software ETF
LYB,59.25,3932020.0,23297.2185,0.0,0.0,0,0.0,173.52831204872467,3,0.0,0,0.0,0,LyondellBasell Industries N.V.
POLE,10.2,151364.0,154.39128,0.0,0.0,0,0.0,0.0,0,-431.29666911040374,3,0.0,0,Andretti Acquisition Corp. II Class A Ordinary Shares
XES,58.98,39183.0,231.10133399999998,0.0,0.0,0,0.0,263.2192238074393,2,0.0,0,0.0,0,SPDR S&P Oil & Gas  Equipment & Services ETF
BCO,90.93,437108.0,3974.6230440000004,0.0,0.0,0,0.0,342.4966695487547,2,0.0,1,0.0,0,The Brink's Company
LENZ,28.61,850934.0,2434.5221739999997,0.0,0.0,0,0.0,313.9508471497828,2,-383.1972842209164,2,0.0,0,"LENZ Therapeutics, Inc. Common Stock"
DBI,2.8,1817841.0,508.99548,0.0,241.67022459553442,3,0.0,350.0,3,0.0,0,0.0,0,Designer Brands Inc.
ETH,16.63,1266641.0,2106.4239829999997,0.0,0.0,0,0.0,221.56591852497536,3,0.0,0,0.0,0,Grayscale Ethereum Mini Trust ETF
NEO,10.09,2039034.0,2057.3853059999997,0.0,0.0,0,0.0,295.78903252947805,2,0.0,0,0.0,0,"NeoGenomics, Inc."
EU,1.61,2125245.0,342.164445,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,enCore Energy Corp.
DON,47.44,110031.0,521.9870639999999,0.0,0.0,0,0.0,201.76725472200658,2,0.0,0,0.0,0,WisdomTree U.S. MidCap Dividend Fund
CHCO,118.7,58272.0,691.6886400000001,0.0,0.0,0,0.0,173.1861649311063,2,0.0,0,0.0,0,City Holding Co
DECW,29.725,48597.0,144.4545825,0.0,0.0,0,0.0,307.20949967196924,2,0.0,0,0.0,0,AllianzIM U.S. Large Cap Buffer20 Dec ETF
VIOO,92.25,87988.0,811.6893,0.0,0.0,0,0.0,190.4014815187749,2,0.0,0,0.0,0,Vanguard S&P Small-Cap 600 ETF
BDX,204.45,1345525.0,27509.258625,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Yahoo Finance
SPXC,133.5,257809.0,3441.75015,0.0,0.0,0,0.0,189.78589447032493,2,0.0,0,0.0,0,"SPX Technologies, Inc."
UPBD,20.72,423317.0,877.112824,0.0,324.306079214106,2,0.0,264.09566074069295,3,0.0,0,0.0,0,"Upbound Group, Inc. Common Stock"
ETHA,13.37,13440844.0,17970.408428,0.0,0.0,0,0.0,305.6628532321583,3,0.0,0,0.0,0,iShares Ethereum Trust ETF
VRNT,17.96,859607.0,1543.854172,0.0,0.0,0,0.0,322.82029252525456,3,0.0,0,0.0,0,Verint Systems Inc
WLGS,0.2095,5532158.0,115.8987101,0.0,242.22293104095462,3,350.00000000000006,350.00000000000006,5,0.0,0,0.0,0,"Wang & Lee Group, Inc. Ordinary Shares"
CAL,15.71,748199.0,1175.4206290000002,0.0,181.57772171412415,2,0.0,263.9226798087996,3,0.0,0,0.0,0,Caleres Inc
SCVL,18.26,866569.0,1582.354994,0.0,165.7278889893548,2,0.0,162.7688074022725,2,0.0,0,0.0,0,Shoe Carnival Inc
FXZ,53.64,38373.0,205.832772,0.0,0.0,0,0.0,185.18666596676024,3,0.0,0,0.0,0,First Trust Materials AlphaDEX Fund
TROW,89.52,1761271.0,15766.897991999998,0.0,0.0,0,0.0,163.1612946583295,2,0.0,0,0.0,0,"T. Rowe Price Group, Inc."
CATX,2.43,1239379.0,301.169097,0.0,0.0,0,0.0,284.24829338046976,3,0.0,0,0.0,0,"Perspective Therapeutics, Inc."
AVT,51.7,785887.0,4063.03579,0.0,0.0,0,0.0,234.119831162334,2,-96.48012668246918,0,0.0,0,"Avnet, Inc."
PECO,35.22,1116216.0,3931.3127519999994,0.0,0.0,0,0.0,205.89143385977923,2,0.0,0,0.0,0,"Phillips Edison & Company, Inc. Common Stock"
FFEB,48.1,28881.0,138.91761,0.0,0.0,0,0.0,212.3698834513176,2,0.0,0,0.0,0,FT Vest U.S. Equity Buffer ETF - February
TFLR,51.01,62412.0,318.363612,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,T. Rowe Price Floating Rate ETF
RING,41.58,221051.0,919.130058,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,3,iShares MSCI Global Gold Miners ETF
UPB,8.96,227944.0,204.23782400000002,0.0,0.0,0,0.0,350.0,3,0.0,2,0.0,0,"Upstream Bio, Inc. Common Stock"
OBK,31.83,423042.0,1346.542686,0.0,0.0,0,0.0,222.97932811580137,2,0.0,0,0.0,0,"Origin Bancorp, Inc."
XLK,205.43,4656032.0,95648.865376,0.0,0.0,0,0.0,350.00000000000006,2,0.0,0,0.0,0,Technology Select Sector SPDR Fund
XOM,108.63,9848193.0,106980.92055899999,0.0,0.0,0,0.0,270.3414972293794,2,0.0,0,0.0,0,Exxon Mobil Corporation
WLK,94.75,582343.0,5517.699925,0.0,0.0,0,0.0,188.15371007917244,3,0.0,0,0.0,0,Westlake Corporation
T,27.53,43639440.0,120139.37832,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,Yahoo Finance
HTBK,9.11,441460.0,402.17006,0.0,0.0,0,0.0,290.731006260799,2,0.0,0,0.0,0,Heritage Commerce Corp
AMD,94.47,33678379.0,318159.646413,0.0,0.0,0,0.0,192.04592836419172,2,0.0,0,0.0,0,Advanced Micro Devices
IQQQ,36.53,43056.0,157.283568,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,ProShares Nasdaq-100 High Income ETF
VCEL,41.09,427546.0,1756.7865140000001,0.0,0.0,0,0.0,208.61842761899305,2,0.0,0,0.0,0,Vericel Corporation
FSS,76.72,823969.0,6321.490168,0.0,0.0,0,0.0,170.38004192956345,2,0.0,0,0.0,0,Federal Signal Corp.
RC,4.42,2314510.0,1023.0134199999999,0.0,232.5471375204271,2,0.0,214.64078897285071,3,0.0,0,0.0,0,Ready Capital Corporation
DFAT,49.19,464589.0,2285.313291,0.0,0.0,0,0.0,205.6640396468767,2,0.0,0,0.0,0,Dimensional U.S. Targeted Value ETF
JBHT,132.98,1199941.0,15956.815417999998,0.0,152.9990690324656,1,0.0,169.9089333784355,3,0.0,0,0.0,0,"J.B. Hunt Transport Services, Inc."
ESI,20.53,4802984.0,9860.526152,0.0,0.0,0,0.0,224.2000410515782,3,0.0,0,0.0,0,Element Solutions Inc.
KBWD,13.33,170423.0,227.173859,0.0,0.0,0,0.0,256.2331922737593,2,0.0,0,0.0,0,Invesco KBW High Dividend Yield Financial ETF
MXCT,2.84,429366.0,121.939944,0.0,0.0,0,0.0,235.9070464530822,3,0.0,0,0.0,0,"MaxCyte, Inc. Common Stock"
HOV,98.72,64502.0,636.763744,0.0,0.0,0,0.0,214.48929392546796,2,0.0,0,0.0,0,"Hovnanian Enterprises, Inc. Class A"
ETHU,31.48,1236080.0,3891.17984,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,2x Ether ETF
SCHH,20.69,7624835.0,15775.783615,0.0,0.0,0,0.0,239.72235921531762,2,0.0,0,0.0,0,Schwab U.S. REIT ETF
TPH,30.86,945171.0,2916.797706,0.0,0.0,0,0.0,262.77889664285857,2,0.0,0,0.0,0,"Tri Pointe Homes, Inc."
AVNM,59.4381,48132.0,286.08746292,0.0,0.0,0,0.0,177.67817454943952,2,0.0,0,0.0,0,Avantis All International Markets Equity ETF
WWW,12.88,1159492.0,1493.425696,0.0,0.0,0,0.0,194.7415489182944,2,0.0,0,0.0,0,"Wolverine World Wide, Inc."
GLTR,134.57,40765.0,548.574605,0.0,0.0,0,0.0,0.0,0,0.0,3,-145.23969113332143,0,abrdn Physical Precious Metals Basket Shares ETF
DAWN,7.9,1143291.0,903.19989,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,"Day One Biopharmaceuticals, Inc. Common Stock"
MED,12.17,104433.0,127.09496100000001,0.0,163.45903678144072,2,0.0,170.81710496637933,3,0.0,0,0.0,0,"Medifast, Inc."
SUNE,2.98,1688666.0,503.222468,0.0,458.0,3,0.0,0.0,0,0.0,0,0.0,0,"SUNation Energy, Inc. Common Stock"
TFIN,51.94,182488.0,947.8426719999999,0.0,173.6297988800485,1,0.0,285.2486575544342,4,0.0,0,0.0,0,"Triumph Financial, Inc. Common Stock"
ETHT,4.37,2916968.0,1274.715016,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,ProShares Ultra Ether ETF
NEU,606.87,45787.0,2778.675669,0.0,0.0,0,0.0,0.0,0,-244.59019702783385,3,-180.1281115934673,1,NewMarket Corporation
BYND,2.55,1424356.0,363.21078,0.0,149.05931203756163,0,0.0,231.53929681554936,3,0.0,0,0.0,0,"Beyond Meat, Inc. Common Stock"
ULCC,3.23,3684907.0,1190.224961,0.0,245.02384034668847,1,0.0,272.2370385905695,3,0.0,0,0.0,0,"Frontier Group Holdings, Inc. Common Stock"
FLCG,25.6539,142223.0,364.85746197000003,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Federated Hermes MDT Large Cap Growth ETF
TGB,2.27,15324779.0,3478.7248329999998,0.0,0.0,0,0.0,228.0580270571896,2,0.0,0,0.0,0,Taseko Mines Limited
DMRC,13.245,178130.0,235.933185,0.0,0.0,0,0.0,252.00068880507874,3,0.0,0,0.0,0,Digimarc Corporation
MLM,509.25,324103.0,16504.945275,0.0,0.0,0,0.0,215.27543530147733,2,-76.6769405746658,0,0.0,0,"Martin Marietta Materials, Inc."
BON,0.0616,27208937.0,167.60705192,0.0,0.0,0,0.0,315.5143585186754,3,0.0,0,0.0,0,Bon Natural Life Limited Class A Ordinary Shares
PLUG,0.8486,53649050.0,4552.658383,0.0,133.3073852895626,0,0.0,225.76694775327016,4,0.0,0,0.0,0,Plug Power Inc.
MURA,2.64,790001.0,208.56026400000002,0.0,0.0,0,0.0,212.2398172528992,3,0.0,0,0.0,0,Mural Oncology plc Ordinary Shares
NXRT,36.62,96877.0,354.76357399999995,0.0,0.0,0,0.0,185.02105533619536,2,0.0,0,0.0,0,NexPoint Residential Trust Inc
WINA,362.35,17635.0,639.004225,0.0,0.0,0,0.0,161.20269307991725,1,-204.4601891588443,4,0.0,0,Winmark Corp
BWSN,18.66,55992.0,104.481072,0.4389189561724573,0.4389189561724573,0,216.18626502197796,216.18626502197796,3,0.0,0,0.0,0,"Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026"
FUTY,50.72,246474.0,1250.116128,0.0,0.0,0,0.0,190.85806511142837,2,0.0,0,0.0,0,Fidelity MSCI Utilities Index ETF
DWX,40.5,44612.0,180.6786,0.0,0.0,0,0.0,0.0,0,0.0,4,-138.49608344270806,0,SPDR S&P International Dividend ETF
AVY,173.62,1241436.0,21553.811832,0.0,0.0,0,0.0,260.9489679118,2,0.0,0,0.0,0,Avery Dennison Corp.
DBEU,43.02,40802.0,175.530204,0.0,0.0,0,0.0,201.53330516659685,2,0.0,0,0.0,0,Xtrackers MSCI Europe Hedged Equity ETF
GTY,27.57,804963.0,2219.282991,0.0,0.0,0,0.0,184.25083734514808,2,0.0,0,0.0,0,Getty Realty Corp.
ELS,63.41,1662434.0,10541.493994,0.0,0.0,0,0.0,232.6317544766022,2,0.0,0,0.0,0,"Equity Lifestyle Properties, Inc."
ARDT,12.56,272611.0,342.39941600000003,0.0,195.31083510197448,1,0.0,350.0,3,0.0,0,0.0,0,"Ardent Health Partners, Inc."
PR,12.2,6815156.0,8314.490319999999,0.0,0.0,0,0.0,207.9260805066932,2,0.0,0,0.0,0,Permian Resources Corporation
REGN,599.76,1317233.0,79002.366408,0.0,0.0,0,0.0,327.6375304277046,3,0.0,0,0.0,0,"Regeneron Pharmaceuticals, Inc."
HBI,4.82,4574963.0,2205.132166,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,"Hanesbrands, Inc."
GPCR,23.65,728467.0,1722.8244550000002,0.0,0.0,0,0.0,290.99837161342947,3,0.0,0,0.0,0,Structure Therapeutics Inc. American Depositary Shares
VTEI,97.522,56315.0,549.195143,0.0,0.0,0,0.0,350.0,3,0.0,0,0.0,0,Vanguard Intermediate-Term Tax-Exempt Bond ETF
LADR,10.25,1509340.0,1547.0735,0.0,0.0,0,0.0,331.53839709935176,2,0.0,0,0.0,0,LADDER CAPITAL CORP
BTBT,2.04,12382719.0,2526.074676,0.0,0.0,0,0.0,196.60986804188545,3,0.0,0,0.0,0,"Bit Digital, Inc. Ordinary Shares"
LVHD,39.55,137036.0,541.9773799999999,0.0,0.0,0,0.0,182.87822185588988,2,0.0,0,0.0,0,Franklin U.S. Low Volatility High Dividend Index ETF
MSFT,387.3,22228836.0,860922.8182800001,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Microsoft Corporation
ETHE,14.67,4047321.0,5937.419907,0.0,0.0,0,0.0,261.372993857126,3,0.0,0,0.0,0,Grayscale Ethereum Trust ETF
MCFT,16.6,142831.0,237.09946000000002,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,"MasterCraft Boat Holdings, Inc. Common Stock"
RNP,20.96,48774.0,102.230304,0.0,0.0,0,0.0,180.98294958659582,2,0.0,0,0.0,0,"Cohen & Steers REIT and Preferred and Income Fund, Inc."
ZTO,19.0,3414918.0,6488.3442,0.0,0.0,0,0.0,212.93237992147928,2,0.0,0,0.0,0,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share"
ALLY,33.19,4726864.0,15688.461616,0.0,0.0,0,0.0,225.8014760687596,2,0.0,0,0.0,0,Ally Financial Inc.
AMR,129.39,228090.0,2951.2565099999997,0.0,0.0,0,0.0,232.82409132130434,2,0.0,0,0.0,0,"Alpha Metallurgical Resources, Inc."
EGHT,1.75,1507257.0,263.769975,0.0,119.42188413174709,0,0.0,157.80637661343656,2,0.0,0,0.0,0,"8x8, Inc. Common Stock"
TBI,4.47,226472.0,101.232984,0.0,0.0,0,0.0,258.55886123322347,2,0.0,0,0.0,0,"Trueblue, Inc."
FLNC,3.91,3741858.0,1463.0664780000002,0.0,193.96613827156278,3,0.0,141.42429985800692,0,0.0,0,0.0,0,"Fluence Energy, Inc. Class A Common Stock"
QQA,45.09,26791.0,120.80061900000001,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Invesco QQQ Income Advantage ETF
DRLL,25.94,46252.0,119.97768800000001,0.0,0.0,0,0.0,183.0907901383832,2,0.0,0,0.0,0,Strive U.S. Energy ETF
PRQR,1.54,1205796.0,185.692584,0.0,0.0,0,0.0,162.24579834083093,3,0.0,0,0.0,0,ProQR Therapeutics N.V. Ordinary Shares
IRBT,2.44,1734321.0,423.174324,0.0,0.0,0,0.0,227.35977260601487,3,0.0,0,0.0,0,iRobot Corporation
UNG,15.5,6699439.0,10384.13045,190.57415039691455,201.04624135254232,4,0.0,0.0,0,0.0,0,0.0,0,"United States Natural Gas Fund, LP Unit"
SRS,50.47,37123.0,187.359781,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,ProShares UltraShort Real Estate
SUZ,9.19,1331785.0,1223.9104149999998,0.0,0.0,0,0.0,240.07164354898444,3,0.0,0,0.0,0,Suzano S.A. American Depositary Shares (each representing one Ordinary Share ) representing one Ordinary Share)
FRI,26.5,129078.0,342.0567,0.0,0.0,0,0.0,272.00157586270313,2,0.0,0,0.0,0,First Trust S&P REIT Index Fund
COGT,4.51,902377.0,406.972027,0.0,0.0,0,0.0,273.75498591286026,3,0.0,0,0.0,0,"Cogent Biosciences, Inc. Common Stock"
AGIO,29.26,378770.0,1108.2810200000001,0.0,0.0,0,0.0,294.58029064960175,3,0.0,0,0.0,0,"Agios Pharmaceuticals, Inc."
MORN,279.71,122860.0,3436.517059999999,0.0,0.0,0,0.0,279.33154341124686,2,0.0,0,0.0,0,"Morningstar, Inc."
MTH,68.92,1692679.0,11665.943668,0.0,0.0,0,0.0,166.13678537234895,3,0.0,0,0.0,0,Meritage Homes Corporation
FNKO,4.31,1341292.0,578.0968519999999,0.0,187.04824194543818,1,0.0,153.3712588382784,2,0.0,0,0.0,0,"Funko, Inc. Class A Common Stock"
CRCT,4.49,400059.0,179.62649100000002,0.0,261.684571983323,2,0.0,241.82470870674808,3,0.0,0,0.0,0,"Cricut, Inc. Class A Common Stock"
PTBD,19.6774,54609.0,107.45631365999999,0.0,0.0,0,0.0,247.9845406263429,2,0.0,0,0.0,0,Pacer Trendpilot US Bond ETF
VLGEA,35.52,50146.0,178.118592,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,2,Village Super Market
OUNZ,32.22,695832.0,2241.970704,0.0,0.0,0,0.0,0.0,0,0.0,3,-197.01946718992616,5,VanEck Merk Gold ETF
GNR,51.94,524480.0,2724.14912,0.0,0.0,0,0.0,212.6172900221504,2,0.0,0,0.0,0,SPDR S&P Global Natural Resources ETF
APIE,30.2591,48975.0,148.19394225000002,0.0,0.0,0,0.0,194.62303778711708,2,0.0,0,0.0,0,ActivePassive International Equity ETF
RF,20.54,8694147.0,17857.777938,0.0,0.0,0,0.0,337.67070626289785,2,0.0,0,0.0,0,Regions Financial Corporation
VTWG,183.91,77539.0,1426.019749,0.0,0.0,0,0.0,328.0489976206049,2,0.0,0,0.0,0,Vanguard Russell 2000 Growth ETF
HIBS,19.07,487586.0,929.826502,146.62352898989607,146.62352898989607,0,0.0,0.0,0,0.0,0,0.0,2,Direxion Daily S&P 500 High Beta Bear 3X Shares
TDW,36.04,1031167.0,3716.325868,0.0,0.0,0,0.0,221.05488508907695,2,0.0,0,0.0,0,"Tidewater, Inc."
TECK,36.24,5020193.0,18193.179432,0.0,0.0,0,0.0,236.61489085901982,3,0.0,0,0.0,0,Teck Resources Limited
CYBN,7.06,189192.0,133.56955200000002,0.0,0.0,0,0.0,350.0,2,0.0,0,0.0,0,Cybin Inc.
TDOC,7.26,4289556.0,3114.217656,0.0,199.04883131575386,1,0.0,321.09792318538456,2,0.0,0,0.0,0,"Teladoc Health, Inc."
RELX,53.17,539768.0,2869.946456,0.0,0.0,0,0.0,0.0,0,-204.6600243906358,1,-214.96585526148613,2,RELX PLC
DSGR,26.97,42646.0,115.01626199999998,0.0,0.0,0,0.0,277.4489832628708,2,0.0,0,0.0,0,"Distribution Solutions Group, Inc. Common Stock"
MTEN,7.49,196173.0,146.933577,0.0,20.463306738706674,0,0.0,319.1704568070317,2,0.0,0,0.0,0,Mingteng International Corporation Inc. Ordinary Shares
HMY,15.99,5708670.0,9128.16333,0.0,0.0,0,0.0,0.0,0,0.0,1,0.0,2,Harmony Gold Mining Company Limited
ESML,37.3,188884.0,704.5373199999999,0.0,0.0,0,0.0,190.6919596469113,2,0.0,0,0.0,0,iShares ESG Aware MSCI USA Small-Cap ETF
VNLA,48.98,258648.0,1266.857904,0.08354509986197285,0.08354509986197285,0,246.51261733122766,246.51261733122766,2,0.0,0,0.0,0,Janus Henderson Short Duration Income ETF
AMN,18.59,847449.0,1575.407691,0.0,107.77224752760299,0,0.0,229.49530748999993,3,0.0,0,0.0,0,AMN Healthcare Services
SCHD,25.71,15469800.0,39772.8558,0.0,0.0,0,0.0,329.1777961405176,2,0.0,0,0.0,0,Schwab US Dividend Equity ETF
