symbol,company_name,signals,price,volume,turnover,pink_daily,blue_daily,pink_weekly,blue_weekly,lired_daily,lired_weekly,DIF,DEA,MACD,EMAMACD,V1,V2,V3,V4
BSSX,Invesco BulletShares 2033 Municipal Bond ETF,"周PINK上穿10, , 黄金柱(1次), 倍量柱(1次)",25.6182,127808.0,3274210.9056,17.701857890691095,0.0,8.315704685897789,0.0,0,0,-0.09368976526134887,-0.05355411839491319,-0.08027129373287135,-0.10921624332972996,0.24969414634146342,-0.0015002757166751313,-0.001494340795074357,-6.528413760851604e-07
CA,Xtrackers California Municipal Bonds ETF,"周PINK上穿10, , 倍量柱(1次)",24.8194,3126.0,77585.44440000001,21.924959386718196,0.0,9.935558264709812,0.0,0,0,-0.06448534849770837,-0.044250335052449755,-0.040470026890517236,-0.06866065355665832,0.2422639024390244,-0.0009170116719496302,-0.0010825793549340166,1.8212445128282508e-05
CABA,"Cabaletta Bio, Inc. Common Stock","日PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",1.7069,464325.0,792556.3425,9.954686303978566,0.0,1.3140198596528831,0.0,0,0,-0.1564639148605551,-0.1768311880395788,0.04073454635804741,0.034599504074308396,0.01669219512195122,-0.0025440221984606784,-0.0026361991217002455,1.0139461556352377e-05
CHGG,"CHEGG, INC.","日BLUE>150(7天), , 周BLUE>150(2周)",0.7156,2294902.0,1642231.8712,1.0937287330390537,200.0,0.4427442762080389,160.71261859414943,0,0,-0.20608816473336122,-0.21143657756620213,0.010696825665681808,-0.013141259675609675,0.006972926829268293,-0.003194637560614085,-0.0033269003382876863,1.4548905544096161e-05
CLDT,CHATHAM LODGING TRUST,"日PINK上穿10, , 周PINK上穿10",7.345,234395.0,1721631.275,8.865932336763077,115.3638875168744,4.299748224097648,132.53540248492678,0,0,-0.32282107278573235,-0.2715762470012932,-0.10248965156887835,-0.09720743282310533,0.07196341463414634,-0.005143001070503431,-0.004807003925167187,-3.695968598698685e-05
CNEY,CN Energy Group Inc. Class A Ordinary Shares,"周BLUE>150(6周), 倍量柱(2次)",0.156,336887.0,52554.372,1.46621011107604,95.21721470237785,0.23546946860432416,190.83848633983578,0,0,-0.02448981625418209,-0.02647737133859994,0.003975110168835699,0.004517977449003012,0.0015339024390243904,-0.0004160860168027573,-0.00041884301894340166,3.032702354708802e-07
CPSI,COMPUTER PROGRAMS & SYSTEMS INC,"周BLUE>150(3周), 倍量柱(1次)",9.19,534996.0,4916613.239999999,15.03967784670364,0.0,3.929915088060861,0.0,0,0,-0.4204333483517946,-0.266449347677117,-0.3079680013493552,-0.29622600647709657,0.09165853658536585,-0.006326572597556326,-0.005986558878177376,-3.740150913168457e-05
CVRD,Madison Covered Call ETF,"日BLUE>150(4天), , 周BLUE>150(3周), 倍量柱(2次)",18.03,112.0,2019.3600000000001,32.48417887624013,0.0,13.629966016306728,0.0,0,0,-0.1756213452576567,-0.20634808177157546,0.06145347302783749,0.02475765775589918,0.17590243902439026,-0.002632500438278479,-0.002945309572813814,3.440900479888685e-05
DV,"DoubleVerify Holdings, Inc.","日PINK上穿10, , 周PINK上穿10",14.155,591544.0,8373305.319999999,9.204226106145573,0.0,5.686088169747581,0.0,0,0,-1.9304319844818973,-1.9495610801992351,0.03825819143467557,-0.4020691391566687,0.13862195121951218,-0.02735563413237535,-0.02968577862056429,0.00025631589370078337
DYFI,IDX Dynamic Fixed Income ETF,"日BLUE>150(5天), , 周BLUE>150(3周), 黄金柱(1次), 倍量柱(2次)",23.2001,12003.0,278470.8003,55.756342724249286,0.0,11.888423367773033,200.0,0,0,-0.051037049198772166,-0.052399232655185556,0.0027243669128267783,-0.01883464287214346,0.22643951219512193,-0.0007428792416953878,-0.000924024131139465,1.9925937838848498e-05
EBIT,Harbor AlphaEdge Small Cap Earners ETF,"日BLUE>150(4天), , 周BLUE>150(3周), 倍量柱(1次)",30.3627,569.0,17276.3763,33.25398642391677,0.0,,0.0,0,0,-0.6159516709081494,-0.787089541754153,0.34227574169200725,0.061972610898569425,0.2965807317073171,-0.008388298558100304,-0.011244951647038755,0.0003142318397832296
EARN,Ellington Credit Company,"日BLUE>150(3天), , 周BLUE>150(2周)",5.74,221064.0,1268907.36,5.460054245217499,0.0,3.1667924904673255,200.0,0,0,-0.2738934756200502,-0.1905609729047095,-0.16666500543068136,-0.18238542778685363,0.05602439024390243,-0.004299287592176723,-0.003998703014624514,-3.306430353074296e-05
EDUC,Educational Development Corp,"日BLUE>150(4天), , 周BLUE>150(4周), 倍量柱(1次)",1.3001,4668.0,6068.8668,6.810039712022645,0.0,2.0972379768130454,0.0,0,0,-0.0837673040801683,-0.0916448517850323,0.015755095409728,-0.0021969831430851345,0.012662926829268293,-0.0012716644639599855,-0.0014268762127312884,1.707329236484332e-05
EDIT,"Editas Medicine, Inc. Common Stock","日PINK上穿10, 周BLUE>150(2周)",1.275,1622142.0,2068231.0499999998,8.450799610896002,0.0,5.824837909032375,0.0,0,0,-0.1247799930811635,-0.03553799139196992,-0.17848400337838716,-0.19045336171696906,0.012536585365853658,-0.002027632889279145,-0.0016982872115275023,-3.622802455268068e-05
EFT,Eaton Vance Floating-Rate Income Trust,"日BLUE>150(7天), 周PINK上穿10",12.545,44884.0,563069.78,1.8406517061729721,189.93804898406987,4.181915435755471,124.03616244730907,0,0,-0.22813430332560714,-0.1613187843844071,-0.13363103788240005,-0.13347848595665912,0.12246341463414633,-0.0035841324925169893,-0.003224224272675259,-3.958990418259032e-05
ERNZ,TrueShares Active Yield ETF,"日BLUE>150(3天), , 周BLUE>150(3周)",23.445,561.0,13152.645,32.74740548204343,0.0,12.076598627215269,0.0,0,0,-0.22497968838953142,-0.2970250654583994,0.14409075413773598,0.04412246841613801,0.22862195121951223,-0.0031201642310881017,-0.003966129386474157,9.305616709246608e-05
EVLN,Eaton Vance Floating-Rate ETF,"日BLUE>150(4天), 周PINK上穿10, 周BLUE>150(2周), 倍量柱(1次)",49.8296,19611.0,977208.2856,15.231166484602237,0.0,7.040578778595476,200.0,0,0,-0.17241732779670116,-0.1695595819717287,-0.005715491649944893,-0.046598822976710426,0.486119756097561,-0.00259872626677643,-0.002831479992743328,2.56029098563588e-05
FLBL,Franklin Senior Loan ETF,"日BLUE>150(5天), 周PINK上穿10, , 倍量柱(1次)",23.99,243730.0,5847082.699999999,10.628288280638664,0.0,8.331272009477136,110.02087681999411,0,0,-0.09930430858636896,-0.08701122583830274,-0.024586165496132434,-0.03329292803740943,0.23404878048780486,-0.0014802357549,-0.0014712490247759582,-9.885403136446028e-07
FLO,"Flowers Foods, Inc.","日PINK上穿10, 周BLUE>150(4周)",18.235,866146.0,15794172.309999999,8.93521100149388,0.0,12.7191176159407,0.0,0,0,-0.29832098934145534,-0.23832099231697487,-0.11999999404896095,-0.053739481292745445,0.1775,-0.005579133462148195,-0.0047586730339910805,-9.025064709728256e-05
FLQS,Franklin U.S. Small Cap Multifactor Index ETF,"日BLUE>150(3天), 周PINK上穿10",39.15,638.0,24977.7,26.19662243298812,0.0,9.933233490531904,0.0,0,0,-0.8475762656400576,-0.9713216716891646,0.247490812098214,0.03655147130010627,0.3814878048780488,-0.012360948473283395,-0.013999513409568995,0.00018024214299141596
FNV,Franco-Nevada Corporation,"日PINK下穿94, , 周PINK下穿94",155.115,326018.0,50570282.07,94.41027869989553,0.0,96.46334270689206,0.0,0,0,5.937019456418199,4.800752639558459,2.2725336337194797,2.2768458699685055,1.5081948780487806,0.09452363694818056,0.09134046887751543,0.0003501484877731639
FSCO,FS Credit Opportunities Corp.,"日PINK下穿94, , 周PINK下穿94",7.115,361832.0,2574434.68,95.28228307292562,0.0,94.28196460737045,0.0,0,0,0.05208993318654542,0.02785649653802373,0.048466873297043384,0.018991333849105438,0.06946341463414635,0.0009348891107540114,0.0006171617992166053,3.4950004269114666e-05
FTRE,Fortrea Holdings Inc. Common Stock,"日BLUE>150(4天), , 周BLUE>150(4周)",8.845,773728.0,6843624.16,0.6318996471537959,200.0,1.7744719910357492,200.0,0,0,-2.00955694011418,-1.9719491614041895,-0.07521555741998132,-0.23454014411580676,0.08604902439024391,-0.031354445767501835,-0.031764595851104756,4.511650919632133e-05
FTLF,"FitLife Brands, Inc. Common Stock","周PINK上穿10, , 倍量柱(2次)",13.5143,5965.0,80612.79950000001,11.505556258762997,0.0,5.508017957515204,113.68343778017378,0,0,-0.6098353435546731,-0.5127128215760255,-0.19424504395729514,-0.26673618399527216,0.13146365853658534,-0.009560374200576538,-0.009145292516342681,-4.5658985265724214e-05
GENK,"GEN Restaurant Group, Inc. Class A Common Stock","周BLUE>150(6周), 倍量柱(1次)",5.89,22134.0,130369.26,44.030336092477384,0.0,17.251115561472197,0.0,0,0,0.047043879500163754,-0.09256654095911061,0.2792208409185487,0.33257878441653776,0.05816585365853658,0.00019754525500478848,-0.00010963065334841318,3.378934991885218e-05
GFR,Greenfire Resources Ltd.,"周BLUE>150(2周), 倍量柱(2次)",5.1,126549.0,645399.8999999999,16.584647934094896,0.0,3.0581129865265044,0.0,0,0,-0.39177105165001613,-0.45263602038899386,0.12172993747795546,0.01680912646013736,0.04985365853658536,-0.005750036729126794,-0.006607586507905439,9.433047566565103e-05
GOOY,YieldMax GOOGL Option Income Strategy ETF,"日BLUE>150(5天), , 周BLUE>150(4周)",12.4402,60133.0,748066.5466,6.132773853049943,199.99999999999997,1.4313064815948848,200.0,0,0,-0.5251105626242172,-0.5436024974829665,0.036983869717498674,0.034776251679806344,0.12097682926829267,-0.008449277704537017,-0.008366445296462426,-9.11156488820503e-06
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,"周PINK下穿94, , 倍量柱(2次)",10.3,8618.0,88765.40000000001,92.0140701531823,0.0,100.0,0.0,0,0,0.015319244894982376,0.01806759650972592,-0.005496703229487088,-0.01204890908215708,0.10041463414634147,0.00030029283675170326,0.000276383073888234,2.630073914981617e-06
GPRE,"Green Plains, Inc.","日PINK上穿10, 周BLUE>150(4周)",5.225,614381.0,3210140.7249999996,9.54632193165473,0.0,4.316413404702539,0.0,0,0,-0.59007682228928,-0.7628871785959545,0.3456207126133488,0.3101207866896094,0.05070731707317073,-0.009825256251368653,-0.010856306047407968,0.00011341547756432467
GRPZ,Invesco S&P SmallCap 600 GARP ETF,"日BLUE>150(3天), , 周BLUE>150(3周), 倍量柱(1次)",23.6665,43.0,1017.6595,24.31244673332014,0.0,6.667285035391711,0.0,0,0,-0.6360302703055964,-0.7943691834615971,0.31667782631200136,0.09639592918070543,0.23089268292682927,-0.008986513478829117,-0.01117334183840965,0.0002405511195538587
GRW,TCW Compounders ETF,"日BLUE>150(4天), 周PINK上穿10, , 倍量柱(1次)",32.6827,2113.0,69058.54509999999,29.31870256512254,0.0,9.099568472230244,0.0,0,0,-0.4721573777916248,-0.43597018263397475,-0.07237439031530013,-0.1886677030581662,0.3194887804878049,-0.007133146423672687,-0.007801187426068261,7.34845102635131e-05
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(2次)",8.4,3286.0,27602.4,5.9552047478094705,53.627589384385296,8.773297017481655,0.0,0,0,-0.2835349838694654,-0.31048077841563826,0.053891589092345704,0.042548276741448746,0.08248780487804878,-0.004240081170647947,-0.0043179822339487394,8.569116963087182e-06
GTI,Graphjet Technology Class A Ordinary Shares,"日BLUE>150(6天), , 周BLUE>150(3周)",0.0823,1382425.0,113773.5775,1.6865918274764968,182.51467919030975,-0.19063887488954728,168.74936564376407,0,0,-0.08038492426309464,-0.09462032327565958,0.02847079802512989,0.026138445097840707,0.0008365853658536586,-0.0015080295669200683,-0.00162432547321601,1.2792549692553588e-05
H,Hyatt Hotels Corporation,"日PINK上穿10, 周BLUE>150(2周)",120.4,643008.0,77418163.2,9.767854050823244,138.46525609267152,3.6824223712043485,182.01793958696888,0,0,-8.749967175651292,-8.20102849510184,-1.0978773610989059,-2.0011491159396866,1.168341463414634,-0.13514842870970312,-0.13566285511406434,5.658690447973458e-05
HIVE,HIVE Digital Technologies Ltd. Common Shares,"日BLUE>150(4天), , 周BLUE>150(4周)",1.68,5187601.0,8715169.68,3.905949860499539,0.0,-0.6875209811378837,200.0,0,0,-0.3042461933974572,-0.33369620793792226,0.05890002908093017,0.019491986892141856,0.01629268292682927,-0.004804817837891384,-0.0051603708193352,3.911082795881969e-05
HPH,Highest Performances Holdings Inc. American Depository Shares,"日BLUE>150(3天), , 周BLUE>150(8周), 倍量柱(1次)",0.1504,54191.0,8150.3264,12.992855114147149,0.0,0.18708352390785307,0.0,0,0,-0.021629976622801833,-0.025860528921538603,0.00846110459747354,0.007293460333650126,0.0014743902439024392,-0.0003763129903756172,-0.00041040426987448675,3.7500407448756517e-06
HYGW,iShares High Yield Corporate Bond BuyWrite Strategy ETF,"日BLUE>150(3天), , 周BLUE>150(3周)",31.5151,18080.0,569793.008,39.77228708745933,0.0,14.11693681053275,0.0,0,0,-0.10019774167921369,-0.12177286641341831,0.04315024946840923,-0.00782724279722093,0.30756146341463414,-0.001343808551834802,-0.001830218055628133,5.350504541726641e-05
IBAT,iShares Energy Storage & Materials ETF,"周BLUE>150(2周), 倍量柱(2次)",22.14,2211.0,48951.54,60.403921011179165,0.0,19.613047520591294,0.0,0,0,-0.011335715621910936,-0.020089688992450817,0.017507946741079763,0.02893116053976101,0.216,-0.0003706879681839581,-0.000245065363905639,-1.38184864706151e-05
IDEC,Innovator International Developed Power Buffer ETF - December,"周PINK下穿94, 黄金柱(1次), 倍量柱(2次)",28.42,3614.0,102709.88,97.40373438925101,0.0,98.4173398883331,0.0,0,0,0.2745140213370014,0.2649281189779283,0.01917180471814628,0.0025626210499860216,0.27714634146341466,0.004483424381502565,0.004332692444867616,1.6580513029844454e-05
IDNA,iShares Genomics Immunology and Healthcare ETF,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(2次)",21.59,113118.0,2442217.62,8.575760598477805,108.24694001112037,7.464469451476868,85.18558777232285,0,0,-0.31715606916111483,-0.2449741394293284,-0.14436385946357283,-0.1425205378147432,0.21041463414634146,-0.005255104695857105,-0.00478696609211215,-5.149524641194505e-05
INEQ,Columbia International Equity Income ETF,"周PINK下穿94, , 倍量柱(4次)",33.195,5617.0,186456.315,92.97331667751038,0.0,95.3352700100285,0.0,0,0,0.7649030038813791,0.6422441085074717,0.2453177907478148,0.26983730021177177,0.32427829268292685,0.012136946651822023,0.01173002409560632,4.476148118372728e-05
IWMW,iShares Russell 2000 BuyWrite ETF,"日BLUE>150(3天), , 周BLUE>150(3周)",41.08,2663.0,109396.04,26.864615610064266,0.0,9.915719011430864,0.0,0,0,-1.0090704330191116,-1.206959686544157,0.39577850705009077,0.07898164851039047,0.4002682926829268,-0.014419741961116839,-0.017223977296610272,0.00030846588690427773
JBHT,"J.B. Hunt Transport Services, Inc.","日BLUE>150(5天), , 周BLUE>150(2周)",147.84,293005.0,43317859.2,9.169615061377574,169.63986930685792,3.616933024115865,186.51834913517925,0,0,-6.797135672436752,-5.740991976438463,-2.1122873919965794,-2.607584113337996,1.4341463414634146,-0.10982719005453867,-0.10675215787681447,-0.0003382535395496622
JHX,JAMES HARDIE INDUSTRIES plc.,"日PINK上穿10, , 周PINK上穿10, , 倍量柱(1次)",29.2045,67039.0,1957840.4755,7.324018189505161,0.0,8.926703870679251,59.69858955221745,0,0,-0.7926181123788396,-0.44000375753558196,-0.7052287096865153,-0.23975211844189,0.28477780487804877,-0.01505615859247822,-0.009531884448736424,-0.0006076701558115975
JMSB,"John Marshall Bancorp, Inc. Common Stock","周PINK上穿10, , 倍量柱(2次)",17.09,20378.0,348260.02,14.869627869868403,0.0,8.703312593991669,0.0,0,0,-0.5838298913611197,-0.6224153072012889,0.07717083168033834,0.01118193402423164,0.1667073170731707,-0.009047726482087154,-0.009647297796893717,6.595284462872192e-05
JPMO,YieldMax JPM Option Income Strategy ETF,"日BLUE>150(4天), , 周BLUE>150(2周)",16.77,22683.0,380393.91,25.669562764851783,0.0,15.109154068862422,0.0,0,0,-0.666420851079053,-0.7249965665303265,0.11715143090254698,-0.15730684431537936,0.16307317073170732,-0.00898940383536359,-0.010940452420594379,0.00021461534437538666
JOF,JAPAN SMALLER CAPITALIZATION FUND,"周PINK下穿94, 黄金柱(1次), 倍量柱(3次)",8.42,152044.0,1280210.48,87.35223482015493,0.0,95.6888242463846,0.0,0,0,0.185016141613076,0.16152808566660032,0.04697611189295137,0.06661246995475556,0.08215853658536586,0.0028359933659449915,0.0028673508580453846,-3.449324131043238e-06
KLIC,Kulicke & Soffa Industries Inc,"日PINK上穿10, 周BLUE>150(3周)",35.5,223406.0,7930913.0,8.180140080498408,121.55932675419025,1.4935351999964237,195.4666890568929,0,0,-1.8525583302357376,-2.0739343212296437,0.4427519819878123,0.32500279071416893,0.3449024390243902,-0.03002273184504073,-0.031072842347973875,0.0001155121553226461
KVACW,Keen Vision Acquisition Corporation Warrant,"日BLUE>150(6天), 周PINK上穿10, , 倍量柱(2次)",0.0282,3740.0,105.468,3.2294056554551114,179.6135153268136,4.534690915168312,0.0,0,0,-0.01130697138421801,-0.008491953133126477,-0.005630036502183067,-0.007226425502745408,0.00031021951219512196,-0.00014853400830114804,-0.00014900096508795908,5.136524654921436e-08
KXIN,Kaixin Holdings Ordinary Shares,"日PINK上穿10, 周BLUE>150(4周), 倍量柱(1次)",0.996999,40267.0,40146.158733,9.219657734311143,0.0,0.1697756630651734,0.0,0,0,-0.11209004743673878,-0.12488992741579408,0.02559975995811059,0.01651459121415677,0.009697556097560976,-0.001990026170867798,-0.0021486461943336635,1.74482025812452e-05
LESL,"Leslie's, Inc. Common Stock","日BLUE>150(4天), , 周BLUE>150(7周)",0.7533,1272435.0,958525.2855,1.9674803799848708,200.0,0.8535300195231745,200.0,0,0,-0.2575150390191241,-0.2902495028056972,0.06546892757314626,0.051280521920969234,0.0074800000000000005,-0.004087692121325447,-0.004330694723871274,2.6730286280041017e-05
LOCT,Innovator Premium Income 15 Buffer ETF - October,"周BLUE>150(2周), 倍量柱(2次)",23.73,500.0,11865.0,46.359302351656055,0.0,5.668295381751019,0.0,0,0,-0.03287561377375425,-0.051339148526211235,0.036927069504913965,0.016115831692657852,0.23151219512195123,-0.0003899505339193532,-0.0005864202395090032,2.1611667614861496e-05
LRE,"Lead Real Estate Co., Ltd American Depositary Shares","周BLUE>150(3周), 黄金柱(1次), 倍量柱(2次)",1.16,6262.0,7263.919999999999,9.249538820992122,0.0,1.339060286705335,0.0,0,0,-0.11804712388349681,-0.1493583124452142,0.06262237712343477,0.044037552298077154,0.011317073170731707,-0.0018577441359884286,-0.0020848665448677346,2.4983464976723663e-05
MLP,Maui Land & Pineapple Co.,"周BLUE>150(2周), 倍量柱(2次)",18.08,13806.0,249612.47999999998,26.916621273321386,0.0,7.865635858326434,0.0,0,0,-0.6731593316531992,-0.6340957082708466,-0.07812724676470517,-0.23694427837576573,0.17560439024390243,-0.01051490981825412,-0.011326020995711275,8.9222229520287e-05
MSFX,T-Rex 2X Long Microsoft Daily Target ETF,"日PINK上穿10, 日BLUE>150(3天), , 周BLUE>150(4周)",21.0,17023.0,357483.0,9.659355791100444,0.0,3.476653710231939,0.0,0,0,-1.0533061845979397,-1.2265404034079057,0.34646843761993207,0.19736929178364382,0.20480487804878048,-0.01609340925325159,-0.01779127529166726,0.0001867652642257236
MSFY,Kurv Yield Premium Strategy Microsoft (MSFT) ETF,"日BLUE>150(3天), , 周BLUE>150(4周), 倍量柱(1次)",22.645,4075.0,92278.375,11.354826545739254,0.0,4.780788890226069,0.0,0,0,-0.5441172235124796,-0.6090833723446123,0.1299322976642654,0.057941561173980104,0.22097560975609754,-0.008430866371350682,-0.009258257141525587,9.101298471923961e-05
MSFU,Direxion Shares ETF Trust Direxion Daily MSFT Bull 2X Shares,"日PINK上穿10, 周BLUE>150(3周)",31.71,141780.0,4495843.8,9.960480735123571,0.0,4.1869545020992085,0.0,0,0,-1.5912774427163114,-1.8590019811373677,0.5354490768421125,0.3185193952662335,0.3094146341463415,-0.024429584293418072,-0.027026740759846443,0.00028568721130712085
MSOX,AdvisorShares MSOS Daily Leveraged ETF,"周BLUE>150(8周), 倍量柱(1次)",4.1102,224839.0,924133.2578,2.9408122493273106,97.33822159497012,0.2338357548568417,200.0,0,0,-0.9115677186621891,-0.9650526534435059,0.10696986956263355,0.02725637216999826,0.04005317073170731,-0.015607159289669055,-0.01641637431176881,8.9013652430973e-05
MVFG,Monarch Volume Factor Global Unconstrained Index ETF,"日BLUE>150(3天), , 周BLUE>150(2周), 倍量柱(2次)",24.74,11234.0,277929.16,21.89402419686514,0.0,8.303826240681854,0.0,0,0,-0.5510690570253658,-0.600991540626118,0.09984496720150449,-0.06172023725759961,0.24132926829268292,-0.00782754614195963,-0.009031323065053267,0.00013241546154030019
MYLD,Cambria Micro and SmallCap Shareholder Yield ETF,"日PINK上穿10, 日BLUE>150(4天), , 周BLUE>150(4周), 倍量柱(2次)",22.66,8042.0,182231.72,7.900716045654149,160.50194786263756,3.175968096361265,200.0,0,0,-0.821737263894633,-0.7371700030866432,-0.16913452161597964,-0.11297782360483827,0.22087804878048778,-0.013445109872103983,-0.01214406244620187,-0.0001431152168492325
MYPSW,"PLAYSTUDIOS, Inc. Warrant","周PINK上穿10, , 倍量柱(2次)",0.014,60020.0,840.28,-2.5380404916589128,74.7669494244866,8.683664006102976,0.0,0,0,-0.0030676254544525494,-0.0007045232084782326,-0.004726204491948634,-0.0040665699737203135,0.00013658536585365853,-5.275669250480526e-05,-3.659729890156105e-05,-1.7775332963568628e-06
NBSM,Neuberger Berman Small-Mid Cap ETF,"日BLUE>150(4天), , 周BLUE>150(2周), 黄金柱(1次), 倍量柱(1次)",24.06,14589.0,351011.33999999997,32.499440034042664,0.0,11.076024481348554,0.0,0,0,-0.3891518903782867,-0.43399302772976867,0.08968227470296397,0.0027192166772710517,0.2341951219512195,-0.00588577122898265,-0.006534212664795952,7.132855793946319e-05
NNDM,Nano Dimension Ltd. American Depositary Shares,"日PINK上穿10, , 周PINK上穿10",2.105,412816.0,868977.6799999999,8.998890382433306,0.0,9.980068982200427,0.0,0,0,-0.06739060653448226,-0.0711747961691092,0.007568379269253883,0.007166977483277558,0.02051219512195122,-0.0010369526505058894,-0.001012108468287333,-2.732860044041207e-06
NORW,Global X MSCI Norway ETF,"周PINK下穿94, , 倍量柱(1次)",27.375,10468.0,286561.5,94.70801978618948,0.0,96.81033721339568,0.0,0,0,0.8394283629477286,0.5606639714186304,0.5575287830581963,0.5564134354261381,0.26678658536585365,0.013142730448718776,0.011890075272047721,0.000137792069433816
NOVT,Novanta Inc. Common Stock,"日PINK上穿10, 周BLUE>150(5周)",132.31,158280.0,20942026.8,7.3326371676212325,99.182156292859,5.796188673089943,200.0,0,0,-4.126867120819611,-3.463996560510091,-1.32574112061904,-1.2027244283306917,1.2889634146341464,-0.06844437199358899,-0.06366463676656432,-0.0005257708749727137
NRDS,"NerdWallet, Inc. Class A Common Stock","日BLUE>150(3天), , 周BLUE>150(2周)",9.16,217891.0,1995881.56,5.036748227899876,0.0,-3.4832863350142707,160.76698602991635,0,0,-1.0773930294006373,-1.267149832213798,0.3795136056263213,0.16745106546740207,0.0885609756097561,-0.016115375627211395,-0.01810453921414316,0.00021880799456249422
NVEC,NVE Corp,"日PINK上穿10, 周BLUE>150(2周)",63.81,16158.0,1031041.98,7.671744681717955,58.65358474311699,1.0916125820882576,166.2925855760854,0,0,-2.3326950682239413,-2.5648079288621326,0.4642257212763825,0.3308183172529652,0.6259999999999999,-0.035960499344362296,-0.037625593444193264,0.00018316035098140656
NYMTI,"New York Mortgage Trust, Inc. 9.125% Senior Notes Due 2029","日BLUE>150(3天), 周PINK上穿10",24.5487,7562.0,185637.2694,3.4177471818781022,0.0,3.2466666666666795,200.0,0,0,-0.22840337819957313,-0.1108583510027207,-0.23509005439370484,-0.21137793280071732,0.23958365853658536,-0.003770558770047644,-0.00308365005584353,-7.555995856245252e-05
